paracetamol	14140
quetiapin fumarat	10395
panodil	6875
ibuprofen	6550
sertralin	4408
lamotrigin	2598
tramadolhydrochlorid	2352
olanzapin	2257
melatonin	2228
pregabalin	2221
oxazepam	2167
amfetamin	2012
zopiclon	1995
methylphenidathydrochlorid	1929
mirtazapin	1883
alprazolam	1754
gabapentin	1344
oxapax	1334
cannabis	1217
zolpidem tartrat	1165
venlafaxinhydrochlorid	1162
chlorprothixenhydrochlorid	1159
truxal	1157
diazepam	1125
clonazepam	1108
rivotril	1044
duloxetinhydrochlorid	932
mdma	921
aripiprazol	892
risperidon	833
cyclizinhydrochlorid	783
citalopramhydrobromid	780
methadonhydrochlorid	755
methylenedioxymethamphetamine	744
morphinhydrochlorid (trihydrate)	733
phenergan	722
digoxin	690
citalopramhydrobromid	780
methylphenidate	79
ketamin	562
levetiracetam	554
methotrexat	548
toiletblok	531
lisdexamfetamindimesilat	522
promethazinhydrochlorid	1016
duloxetin	14
ketaminhydrochlorid	118
xanax	480
chlordiazepoxid	479
lithiumcitrat	473
abilify	472
levothyroxinnatrium	470
lithiumcarbonat	461
elvanse	458
simvastatin	451
clopidogrel	418
atomoxetinhydrochlorid	412
amitriptylinhydrochlorid	405
sertralinhydrochlorid	402
donepezil	402
kaliumchlorid	400
fluortandpasta	398
amlodipinmaleat	392
propranololhydrochlorid	375
lorazepam	352
ritalin	352
dolol	352
dexamfetamin	31
amantadin	10
bupropionhydrochlorid	12
amiloridhydrochlorid dihydrat hydrochlorthiazid	1
metformin \teva\""	121
ciprofloxacin	70
furosemid	276
amoxicillintrihydrat	139
ciprofloxacinlactat	5
clindamycinhydrochlorid	10
cephalexin	1
prednisolon	90
metoprololsuccinat	794
atorvastatin	15
candesartan	19
enalapril	15
valsartan	7
atenolol	66
bisoprolol	55
simvastatin	16
levetiracetam \stada\""	1
lansoprazol	154
omeprazol	182
esomeprazol	2
salbutamol	1
amitriptylin \dak\""	200
oxazepam \sad\""	1
zopiclone	132
zolpidem	15
diazepam \dak\""	39
alprazolam	1754
sertralin \teva\""	84
quetiapin \sandoz\""	87
quetiapin \pfizer\""	107
quetiapin \lannacher\""	22
quetiapin \mylan\""	74
quetiapin \hexal\""	135
quetiapin \actavis\""	83
quetiapine \teva\""	127
citalopram \stada\""	27
citalopram \mylan\""	34
citalopram \orion\""	35
citalopram \teva\""	151
citalopramhydrobromid	780
venlafaxin \sandoz\""	53
venlafaxin \actavis\""	1
venlafaxinhydrochlorid	1162
mirtazapin \teva\""	16
donepezil \jubilant\""	1
donepezil \pfizer\""	1
clozapin	624
clozapin \sandoz\""	8
clozapin \hexal\""	4
oxycodon	8
oxycodonhydrochlorid	1175
oxycodonhydrochlorid \teva\""	49
oxycodonhydrochlorid \accord\""	1
tramadol	15
tramadolhydrochlorid	2352
tramadol \vitabalans\""	213
tramadol \actavis\""	64
tramadol retard \hexal\""	70
tramadol retard \actavis\""	23
pregabalin	2221
pregabalin sandoz	1
gabapentin \teva\""	9
gabapentin \sandoz\""	2
baclofen	367
baclofen \mylan\""	98
lamotrigin	2598
lamotrigin \teva\""	62
lamotrigin \mylan\""	8
lamotrigin \stada\""	8
lamotrigin \aurobindo\""	5
lamotrigin \ratiopharm\""	1
levetiracetam \teva\""	62
levetiracetam \bluefish\""	1
levetiracetam \orion\""	1
levetiracetam \stada\""	1
levetiracetam \mylan\""	7
levetiracetam \accord\""	3
levetiracetam \ratiopharm\""	1
levetiracetam \lek\""	1
truxal	1157
zolpidem \vitabalans\""	112
zolpidem \hexal\""	112
zolpidem \actavis\""	23
zolpidem \2care4\""	18
zolpidem \genthon\""	18
zopiclone \jubilant\""	132
zopiclon \stada\""	28
zopiclone \actavis\""	34
methylphenidate \sandoz\""	79
methylphenidate \hexal\""	79
methylphenidate \1a farma\""	5
methylphenidat	18
methylphenidat (depot)	3
methylphenidate concerta	1
methylphenidate (depot)	1
methylphenidate \copharma\""	17
methylphenidat	13
methylphenidate \2care4\""	22
ketaminhydrochlorid	118
ketamin?	1
codeinphosphathemihydrat	293
codein	135
codein \sad\""	118
codein/prometazin	1
prometazin	1
prometazin/kodein	2
promethazin	1
hydroxyzinhydrochlorid	269
hydroxyzine	4
hydroxizin	2
phenergan	722
doxylaminhydrogensuccinat	42
doxylamine	2
doxylamin \sandoz\""	20
midazolam	55
midazolam \actavis\""	1
zolpidem \hexal\""	112
alprazolam \sandoz\""	35
alprazolam \pfizer\""	1
alprazolam	1754
alprazolam / xanax	1
xanax	480
xanax	3
xanax (\de små\")"	1
lorazepam	352
lorazepam \orion\""	9
rivotril	1044
diazepam	1125
diazepam \dak\""	39
diazepam / ukendt	1
clonazepam	1108
clonidin	1
clindamycin	10
clindamycinhydrochlorid	10
fluoxetin \sandoz\""	106
fluoxetin	10
fluoxetine	1
paroxetine	112
paroxetin	112
paroxetin \mylan\""	3
paroxetin \teva\""	3
paroxetine	7
escitalopram	217
escitalopram \stada\""	1
venlafaxin \stada\""	225
venlafaxin agp	11
venlafaxin \bluefish\""	6
venlafaxin \hexal\""	27
venlafaxin \pharmathen\""	12
fluocortolonpivalat lidocainhydrochlorid	23
mirtazapin	1883
mirtazapin \actavis\""	7
mirtazapin \bluefish\""	6
mirtazapin \mylan\""	7
mirtazapin \winthrop\""	5
quetiapin fumarat	10395
quetiapin \winthrop\""	108
quetiapin \pfizer\""	107
quetiapin \sandoz\""	185
quetiapin \stada\""	87
quetiapin \krka\""	77
quetiapin \lannacher\""	22
quetiapin \mylan\""	74
quetiapin \orion\""	65
quetiapin \actavis\""	83
quetiapin \hexal\""	135
quetiapin \lambda\""	30
quetiapin \krka\""	77
quetiapin \ratiopharm\""	6
quetiapin \fair-med\""	9
quetiapin \medis\""	17
quetiapin prolong	1
quetiapin (depot tbl)	1
quetiapin  (ikke depot)	1
pregabalin	2221
pregabalin sandoz	1
codimagnyl \dak\""	543
kodimagnyl	25
kodimagnyl ikke-stoppende \dak\""	288
paracetamol	14140
paracetamol \teva\""	71
paracetamol \orifarm\""	8
paracetamol \b. braun\""	2
paracetamol \hospira\""	2
paracetamolcoffein codein propyphenazon	1
paracetamol klorfeniramin maleat pseudoephedrin	1
panodil	6875
panodil junior	1042
panodil junior: calpol	2
paradoxtrin	1